Programma;Missione;Descrizione Missione;Componente;Descrizione Componente;ID Misura;Codice Univoco Misura;Descrizione Misura;ID Submisura;Codice Univoco Sub-misura;Codice CID;Descrizione Sub-misura;Amministrazione Titolare;Codice Indicatore;Descrizione Indicatore;Unità di misura;Stock o Flusso
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I1.4;M2C2I1.04;Sviluppo del biometano, secondo criteri per promuovere l'economia circolare;M2C2I1.4;M2C2I1.4;M2C2I1.4;Sviluppo del biometano, secondo criteri per promuovere l'economia circolare;MIN AMBIENTE E SICUREZZA ENERGETICA;C9.S;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (PICCOLE E MICRO IMPRESE);Imprese;Flusso
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I1.4;M2C2I1.04;Sviluppo del biometano, secondo criteri per promuovere l'economia circolare;M2C2I1.4;M2C2I1.4;M2C2I1.4;Sviluppo del biometano, secondo criteri per promuovere l'economia circolare;MIN AMBIENTE E SICUREZZA ENERGETICA;C2A;CAPACITÀ OPERATIVA SUPPLEMENTARE INSTALLATA PER L’ENERGIA RINNOVABILE - PRODUZIONE DI ENERGIA RINNOVABILE;MW;Stock
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C2;Digitalizzazione, innovazione e competitività nel sistema produttivo;M1C2I2.1;M1C2I2.01;Innovazione e tecnologia della Microelettronica;M1C2I2.1;M1C2I2;M1C2I2;Innovazione e tecnologia della Microelettronica;MINISTERO DELL'ECONOMIA E DELLE FINANZE;C9.G;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (GRANDI IMPRESE);Imprese;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C2;Digitalizzazione, innovazione e competitività nel sistema produttivo;M1C2I2.1;M1C2I2.01;Innovazione e tecnologia della Microelettronica;M1C2I2.1;M1C2I2;M1C2I2;Innovazione e tecnologia della Microelettronica;MINISTERO DELL'ECONOMIA E DELLE FINANZE;C9.M;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (MEDIE IMPRESE);Imprese;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.2;M1C3I4.02;Fondi integrati per la competitività delle imprese turistiche;M1C3I4.2.1;M1C3I4.2;M1C3I4.2;Miglioramento delle infrastrutture di ricettività attraverso lo strumento del Tax credit;MINISTERO DEL TURISMO;C9.M;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (MEDIE IMPRESE);Imprese;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.2;M1C3I4.02;Fondi integrati per la competitività delle imprese turistiche;M1C3I4.2.1;M1C3I4.2;M1C3I4.2;Miglioramento delle infrastrutture di ricettività attraverso lo strumento del Tax credit;MINISTERO DEL TURISMO;C9.S;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (PICCOLE E MICRO IMPRESE);Imprese;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.2;M1C3I4.02;Fondi integrati per la competitività delle imprese turistiche;M1C3I4.2.3;M1C3I4.2;M1C3I4.2;Sviluppo e resilienza delle imprese del settore turistico (Fondo dei Fondi BEI);MINISTERO DEL TURISMO;C1;RISPARMI SUL CONSUMO ANNUO DI ENERGIA PRIMARIA;MWh/anno;Stock
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I3;M1C1I3.00;Procedure di assunzione per i tribunali civili, penali e amministrativi;M1C1I3.1;M1C1I1.8;M1C1I1.8;Investimento in capitale umano per rafforzare l’Ufficio del Processo e superare le disparità tra tribunali;MINISTERO DELLA GIUSTIZIA;C10.A;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI ETÀ 0-17);Persone;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I3;M1C1I3.00;Procedure di assunzione per i tribunali civili, penali e amministrativi;M1C1I3.1;M1C1I1.8;M1C1I1.8;Investimento in capitale umano per rafforzare l’Ufficio del Processo e superare le disparità tra tribunali;MINISTERO DELLA GIUSTIZIA;C10.B;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI ETÀ 18-29);Persone;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I3;M1C1I3.00;Procedure di assunzione per i tribunali civili, penali e amministrativi;M1C1I3.1;M1C1I1.8;M1C1I1.8;Investimento in capitale umano per rafforzare l’Ufficio del Processo e superare le disparità tra tribunali;MINISTERO DELLA GIUSTIZIA;C10.C;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI; 30-54)";Persone;Flusso
PNRR;M6;Salute;M6C2;Innovazione, ricerca e digitalizzazione del servizio sanitario;M6C2I2.2;M6C2I2.02;Sviluppo delle competenze tecniche, professionali, digitali e manageriali del personale del sistema sanitario;M6C2I2.2.A;M6C2I2.2;M6C2I2.2;Sviluppo delle competenze tecniche-professionali, digitali e manageriali del personale del sistema sanitario. Sub-misura: borse aggiuntive in formazione di medicina generale;MINISTERO DELLA SALUTE;C10IA;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (UOMINI ETÀ 0-17);Persone;Flusso
PNRR;M6;Salute;M6C2;Innovazione, ricerca e digitalizzazione del servizio sanitario;M6C2I2.2;M6C2I2.02;Sviluppo delle competenze tecniche, professionali, digitali e manageriali del personale del sistema sanitario;M6C2I2.2.A;M6C2I2.2;M6C2I2.2;Sviluppo delle competenze tecniche-professionali, digitali e manageriali del personale del sistema sanitario. Sub-misura: borse aggiuntive in formazione di medicina generale;MINISTERO DELLA SALUTE;C10IB;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (UOMINI ETÀ 18-29);Persone;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I3;M1C1I3.00;Procedure di assunzione per i tribunali civili, penali e amministrativi;M1C1I3.1;M1C1I1.8;M1C1I1.8;Investimento in capitale umano per rafforzare l’Ufficio del Processo e superare le disparità tra tribunali;MINISTERO DELLA GIUSTIZIA;C10.D;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI; 55<)";Persone;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I3;M1C1I3.00;Procedure di assunzione per i tribunali civili, penali e amministrativi;M1C1I3.1;M1C1I1.8;M1C1I1.8;Investimento in capitale umano per rafforzare l’Ufficio del Processo e superare le disparità tra tribunali;MINISTERO DELLA GIUSTIZIA;C10.E;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE; ETÀ 0-17)";Persone;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I3;M1C1I3.00;Procedure di assunzione per i tribunali civili, penali e amministrativi;M1C1I3.1;M1C1I1.8;M1C1I1.8;Investimento in capitale umano per rafforzare l’Ufficio del Processo e superare le disparità tra tribunali;MINISTERO DELLA GIUSTIZIA;C10.F;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE ETÀ 18-29);Persone;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I3;M1C1I3.00;Procedure di assunzione per i tribunali civili, penali e amministrativi;M1C1I3.1;M1C1I1.8;M1C1I1.8;Investimento in capitale umano per rafforzare l’Ufficio del Processo e superare le disparità tra tribunali;MINISTERO DELLA GIUSTIZIA;C10.G;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE; 30-54)";Persone;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I3;M1C1I3.00;Procedure di assunzione per i tribunali civili, penali e amministrativi;M1C1I3.1;M1C1I1.8;M1C1I1.8;Investimento in capitale umano per rafforzare l’Ufficio del Processo e superare le disparità tra tribunali;MINISTERO DELLA GIUSTIZIA;C10.H;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE; 55<)";Persone;Flusso
PNRR;M6;Salute;M6C2;Innovazione, ricerca e digitalizzazione del servizio sanitario;M6C2I2.2;M6C2I2.02;Sviluppo delle competenze tecniche, professionali, digitali e manageriali del personale del sistema sanitario;M6C2I2.2.A;M6C2I2.2;M6C2I2.2;Sviluppo delle competenze tecniche-professionali, digitali e manageriali del personale del sistema sanitario. Sub-misura: borse aggiuntive in formazione di medicina generale;MINISTERO DELLA SALUTE;C10IC;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (UOMINI; 30-54)";Persone;Flusso
PNRR;M6;Salute;M6C2;Innovazione, ricerca e digitalizzazione del servizio sanitario;M6C2I2.2;M6C2I2.02;Sviluppo delle competenze tecniche, professionali, digitali e manageriali del personale del sistema sanitario;M6C2I2.2.A;M6C2I2.2;M6C2I2.2;Sviluppo delle competenze tecniche-professionali, digitali e manageriali del personale del sistema sanitario. Sub-misura: borse aggiuntive in formazione di medicina generale;MINISTERO DELLA SALUTE;C10ID;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (UOMINI; 55<)";Persone;Flusso
PNRR;M6;Salute;M6C2;Innovazione, ricerca e digitalizzazione del servizio sanitario;M6C2I2.2;M6C2I2.02;Sviluppo delle competenze tecniche, professionali, digitali e manageriali del personale del sistema sanitario;M6C2I2.2.A;M6C2I2.2;M6C2I2.2;Sviluppo delle competenze tecniche-professionali, digitali e manageriali del personale del sistema sanitario. Sub-misura: borse aggiuntive in formazione di medicina generale;MINISTERO DELLA SALUTE;C10.F;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE ETÀ 18-29);Persone;Flusso
PNRR;M6;Salute;M6C2;Innovazione, ricerca e digitalizzazione del servizio sanitario;M6C2I2.2;M6C2I2.02;Sviluppo delle competenze tecniche, professionali, digitali e manageriali del personale del sistema sanitario;M6C2I2.2.A;M6C2I2.2;M6C2I2.2;Sviluppo delle competenze tecniche-professionali, digitali e manageriali del personale del sistema sanitario. Sub-misura: borse aggiuntive in formazione di medicina generale;MINISTERO DELLA SALUTE;C10.G;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE; 30-54)";Persone;Flusso
PNRR;M6;Salute;M6C2;Innovazione, ricerca e digitalizzazione del servizio sanitario;M6C2I2.2;M6C2I2.02;Sviluppo delle competenze tecniche, professionali, digitali e manageriali del personale del sistema sanitario;M6C2I2.2.A;M6C2I2.2;M6C2I2.2;Sviluppo delle competenze tecniche-professionali, digitali e manageriali del personale del sistema sanitario. Sub-misura: borse aggiuntive in formazione di medicina generale;MINISTERO DELLA SALUTE;C10.H;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE; 55<)";Persone;Flusso
PNRR;M6;Salute;M6C2;Innovazione, ricerca e digitalizzazione del servizio sanitario;M6C2I2.2;M6C2I2.02;Sviluppo delle competenze tecniche, professionali, digitali e manageriali del personale del sistema sanitario;M6C2I2.2.A;M6C2I2.2;M6C2I2.2;Sviluppo delle competenze tecniche-professionali, digitali e manageriali del personale del sistema sanitario. Sub-misura: borse aggiuntive in formazione di medicina generale;MINISTERO DELLA SALUTE;C10IE;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (DONNE; ETÀ 0-17)";Persone;Flusso
PNRR;M6;Salute;M6C2;Innovazione, ricerca e digitalizzazione del servizio sanitario;M6C2I2.2;M6C2I2.02;Sviluppo delle competenze tecniche, professionali, digitali e manageriali del personale del sistema sanitario;M6C2I2.2.A;M6C2I2.2;M6C2I2.2;Sviluppo delle competenze tecniche-professionali, digitali e manageriali del personale del sistema sanitario. Sub-misura: borse aggiuntive in formazione di medicina generale;MINISTERO DELLA SALUTE;C10IF;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (DONNE; ETÀ 18-29)";Persone;Flusso
PNRR;M6;Salute;M6C2;Innovazione, ricerca e digitalizzazione del servizio sanitario;M6C2I2.2;M6C2I2.02;Sviluppo delle competenze tecniche, professionali, digitali e manageriali del personale del sistema sanitario;M6C2I2.2.A;M6C2I2.2;M6C2I2.2;Sviluppo delle competenze tecniche-professionali, digitali e manageriali del personale del sistema sanitario. Sub-misura: borse aggiuntive in formazione di medicina generale;MINISTERO DELLA SALUTE;C10IG;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (DONNE; 30-54)";Persone;Flusso
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I1.1;M2C2I1.01;Sviluppo agro-voltaico;M2C2I1.1;M2C2I1.1;M2C2I1.1;Sviluppo agro-voltaico;MIN AMBIENTE E SICUREZZA ENERGETICA;C9.M;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (MEDIE IMPRESE);Imprese;Flusso
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I1.1;M2C2I1.01;Sviluppo agro-voltaico;M2C2I1.1;M2C2I1.1;M2C2I1.1;Sviluppo agro-voltaico;MIN AMBIENTE E SICUREZZA ENERGETICA;C9.S;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (PICCOLE E MICRO IMPRESE);Imprese;Flusso
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I1.2;M2C2I1.02;Promozione rinnovabili per le comunità energetiche e l'autoconsumo;M2C2I1.2;M2C2I1.2;M2C2I1.2;Promozione rinnovabili per le comunità energetiche e l'autoconsumo;MIN AMBIENTE E SICUREZZA ENERGETICA;C2A;CAPACITÀ OPERATIVA SUPPLEMENTARE INSTALLATA PER L’ENERGIA RINNOVABILE - PRODUZIONE DI ENERGIA RINNOVABILE;MW;Stock
PNRR;M5;Inclusione e coesione;M5C1;Politiche per il lavoro;M5C1R1.1;M5C1R1.01;ALMPs e formazione professionale;M5C1R1.1;M5C1R1;M5C1R1;ALMPs e formazione professionale;MINISTERO DEL LAVORO E POLITICHE SOCIALI;C10IF;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (DONNE; ETÀ 18-29)";Persone;Flusso
PNRR;M5;Inclusione e coesione;M5C1;Politiche per il lavoro;M5C1R1.1;M5C1R1.01;ALMPs e formazione professionale;M5C1R1.1;M5C1R1;M5C1R1;ALMPs e formazione professionale;MINISTERO DEL LAVORO E POLITICHE SOCIALI;C10IG;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (DONNE; 30-54)";Persone;Flusso
PNRR;M5;Inclusione e coesione;M5C1;Politiche per il lavoro;M5C1R1.1;M5C1R1.01;ALMPs e formazione professionale;M5C1R1.1;M5C1R1;M5C1R1;ALMPs e formazione professionale;MINISTERO DEL LAVORO E POLITICHE SOCIALI;C10IH;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE - COMPETENZE DIGITALI (DONNE; 55<)";Persone;Flusso
PNRR;M4;Istruzione e ricerca;M4C2;Dalla ricerca all'impresa;M4C2I2.3;M4C2I2.03;Potenziamento ed estensione tematica e territoriale dei centri di trasferimento tecnologico per segmenti di industria;M4C2I2.3;M4C2I2.3;M4C2I2.3;Potenziamento ed estensione tematica e territoriale dei centri di trasferimento tecnologico per segmenti di industria;MINISTERO IMPRESE E DEL MADE IN ITALY;C9.G;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (GRANDI IMPRESE);Imprese;Flusso
PNRR;M4;Istruzione e ricerca;M4C2;Dalla ricerca all'impresa;M4C2I2.3;M4C2I2.03;Potenziamento ed estensione tematica e territoriale dei centri di trasferimento tecnologico per segmenti di industria;M4C2I2.3;M4C2I2.3;M4C2I2.3;Potenziamento ed estensione tematica e territoriale dei centri di trasferimento tecnologico per segmenti di industria;MINISTERO IMPRESE E DEL MADE IN ITALY;C9.M;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (MEDIE IMPRESE);Imprese;Flusso
PNRR;M4;Istruzione e ricerca;M4C2;Dalla ricerca all'impresa;M4C2I2.3;M4C2I2.03;Potenziamento ed estensione tematica e territoriale dei centri di trasferimento tecnologico per segmenti di industria;M4C2I2.3;M4C2I2.3;M4C2I2.3;Potenziamento ed estensione tematica e territoriale dei centri di trasferimento tecnologico per segmenti di industria;MINISTERO IMPRESE E DEL MADE IN ITALY;C9.S;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (PICCOLE E MICRO IMPRESE);Imprese;Flusso
PNRR;M4;Istruzione e ricerca;M4C2;Dalla ricerca all'impresa;M4C2I2.3;M4C2I2.03;Potenziamento ed estensione tematica e territoriale dei centri di trasferimento tecnologico per segmenti di industria;M4C2I2.3;M4C2I2.3;M4C2I2.3;Potenziamento ed estensione tematica e territoriale dei centri di trasferimento tecnologico per segmenti di industria;MINISTERO IMPRESE E DEL MADE IN ITALY;C6B.L;IMPRESE BENEFICIARIE DI SOSTEGNO PER SVILUPPARE O ADOTTARE PRODOTTI, SERVIZI E PROCESSI APPLICATIVI DIGITALI-ADOZ SOLUZ DIGITALI;Imprese;Flusso
PNRR;M4;Istruzione e ricerca;M4C2;Dalla ricerca all'impresa;M4C2I2.3;M4C2I2.03;Potenziamento ed estensione tematica e territoriale dei centri di trasferimento tecnologico per segmenti di industria;M4C2I2.3;M4C2I2.3;M4C2I2.3;Potenziamento ed estensione tematica e territoriale dei centri di trasferimento tecnologico per segmenti di industria;MINISTERO IMPRESE E DEL MADE IN ITALY;C6B.M;IMPRESE BENEFICIARIE DI SOSTEGNO PER SVILUPPARE O ADOTTARE PRODOTTI, SERVIZI E PROCESSI APPLICATIVI DIGITALI-ADOZ SOLUZ DIGITALI;Imprese;Flusso
PNRR;M4;Istruzione e ricerca;M4C2;Dalla ricerca all'impresa;M4C2I2.3;M4C2I2.03;Potenziamento ed estensione tematica e territoriale dei centri di trasferimento tecnologico per segmenti di industria;M4C2I2.3;M4C2I2.3;M4C2I2.3;Potenziamento ed estensione tematica e territoriale dei centri di trasferimento tecnologico per segmenti di industria;MINISTERO IMPRESE E DEL MADE IN ITALY;C6B.S;IMPRESE BENEFICIARIE DI SOSTEGNO PER SVILUPPARE O ADOTTARE PRODOTTI, SERVIZI E PROCESSI APPLICATIVI DIGITALI-ADOZ SOLUZ DIGITALI;Imprese;Flusso
PNRR;M5;Inclusione e coesione;M5C1;Politiche per il lavoro;M5C1R1.1;M5C1R1.01;ALMPs e formazione professionale;M5C1R1.1;M5C1R1;M5C1R1;ALMPs e formazione professionale;MINISTERO DEL LAVORO E POLITICHE SOCIALI;C11.A;"NUMERO DI PERSONE CHE HANNO UN LAVORO O CHE CERCANO UN LAVORO (UOMINI; 0-17)";Persone;Flusso
PNRR;M5;Inclusione e coesione;M5C1;Politiche per il lavoro;M5C1R1.1;M5C1R1.01;ALMPs e formazione professionale;M5C1R1.1;M5C1R1;M5C1R1;ALMPs e formazione professionale;MINISTERO DEL LAVORO E POLITICHE SOCIALI;C11.B;"NUMERO DI PERSONE CHE HANNO UN LAVORO O CHE CERCANO UN LAVORO (UOMINI; 18-29)";Persone;Flusso
PNRR;M5;Inclusione e coesione;M5C1;Politiche per il lavoro;M5C1R1.1;M5C1R1.01;ALMPs e formazione professionale;M5C1R1.1;M5C1R1;M5C1R1;ALMPs e formazione professionale;MINISTERO DEL LAVORO E POLITICHE SOCIALI;C11.C;"NUMERO DI PERSONE CHE HANNO UN LAVORO O CHE CERCANO UN LAVORO (UOMINI; 30-54)";Persone;Flusso
PNRR;M5;Inclusione e coesione;M5C1;Politiche per il lavoro;M5C1R1.1;M5C1R1.01;ALMPs e formazione professionale;M5C1R1.1;M5C1R1;M5C1R1;ALMPs e formazione professionale;MINISTERO DEL LAVORO E POLITICHE SOCIALI;C11.D;"NUMERO DI PERSONE CHE HANNO UN LAVORO O CHE CERCANO UN LAVORO (UOMINI; 55<)";Persone;Flusso
PNRR;M5;Inclusione e coesione;M5C1;Politiche per il lavoro;M5C1R1.1;M5C1R1.01;ALMPs e formazione professionale;M5C1R1.1;M5C1R1;M5C1R1;ALMPs e formazione professionale;MINISTERO DEL LAVORO E POLITICHE SOCIALI;C11.E;"NUMERO DI PERSONE CHE HANNO UN LAVORO O CHE CERCANO UN LAVORO (DONNE; 0-17)";Persone;Flusso
PNRR;M5;Inclusione e coesione;M5C1;Politiche per il lavoro;M5C1R1.1;M5C1R1.01;ALMPs e formazione professionale;M5C1R1.1;M5C1R1;M5C1R1;ALMPs e formazione professionale;MINISTERO DEL LAVORO E POLITICHE SOCIALI;C11.F;"NUMERO DI PERSONE CHE HANNO UN LAVORO O CHE CERCANO UN LAVORO (DONNE; 18-29)";Persone;Flusso
PNRR;M5;Inclusione e coesione;M5C1;Politiche per il lavoro;M5C1R1.1;M5C1R1.01;ALMPs e formazione professionale;M5C1R1.1;M5C1R1;M5C1R1;ALMPs e formazione professionale;MINISTERO DEL LAVORO E POLITICHE SOCIALI;C11.G;"NUMERO DI PERSONE CHE HANNO UN LAVORO O CHE CERCANO UN LAVORO (DONNE; 30-54)";Persone;Flusso
PNRR;M5;Inclusione e coesione;M5C1;Politiche per il lavoro;M5C1R1.1;M5C1R1.01;ALMPs e formazione professionale;M5C1R1.1;M5C1R1;M5C1R1;ALMPs e formazione professionale;MINISTERO DEL LAVORO E POLITICHE SOCIALI;C11.H;"NUMERO DI PERSONE CHE HANNO UN LAVORO O CHE CERCANO UN LAVORO (DONNE; 55<)";Persone;Flusso
PNRR;M5;Inclusione e coesione;M5C1;Politiche per il lavoro;M5C1R1.1;M5C1R1.01;ALMPs e formazione professionale;M5C1R1.1;M5C1R1;M5C1R1;ALMPs e formazione professionale;MINISTERO DEL LAVORO E POLITICHE SOCIALI;C14.F;NUMERO DI GIOVANI DI ETÀ COMPRESA TRA I 15 E I 29 ANNI CHE RICEVONO SOSTEGNO (DONNE);Persone;Flusso
PNRR;M5;Inclusione e coesione;M5C1;Politiche per il lavoro;M5C1R1.1;M5C1R1.01;ALMPs e formazione professionale;M5C1R1.1;M5C1R1;M5C1R1;ALMPs e formazione professionale;MINISTERO DEL LAVORO E POLITICHE SOCIALI;C14.M;NUMERO DI GIOVANI DI ETÀ COMPRESA TRA I 15 E I 29 ANNI CHE RICEVONO SOSTEGNO (UOMINI);Persone;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.2;M1C3I4.02;Fondi integrati per la competitività delle imprese turistiche;M1C3I4.2.4;M1C3I4.2;M1C3I4.2;Sostegno alla nascita e al consolidamento delle pmi turismo (Sezione speciale “turismo” del Fondo di Garanzia per le PMI);MINISTERO DEL TURISMO;C9.G;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (GRANDI IMPRESE);Imprese;Flusso
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C4;Tutela del territorio e della risorsa idrica;M2C4I2.1;M2C4I2.01;Misure per la gestione del rischio di alluvione e per la riduzione del rischio idrogeologico;M2C4I2.1.B;M2C4I2.1;M2C4I2.1;Misure per la gestione del rischio di alluvione e per la riduzione del rischio idrogeologico;PCM - DIP PROTEZIONE CIVILE;C4;POPOLAZIONE CHE BENEFICIA DI MISURE DI PROTEZIONE CONTRO INONDAZIONI, INCENDI BOSCHIVI E ALTRE CATASTROFI NATURALI CONNESSE AL C;Persone;Stock
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I3;M1C1I3.00;Procedure di assunzione per i tribunali civili, penali e amministrativi;M1C1I3.2;M1C1I1.8;M1C1I1.8;Rafforzamento dell'Ufficio del processo per la Giustizia amministrativa;GIUST AMM.VA (CONSIGLIO DI STATO E TAR);C10.H;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE; 55<)";Persone;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.2;M1C3I4.02;Fondi integrati per la competitività delle imprese turistiche;M1C3I4.2.4;M1C3I4.2;M1C3I4.2;Sostegno alla nascita e al consolidamento delle pmi turismo (Sezione speciale “turismo” del Fondo di Garanzia per le PMI);MINISTERO DEL TURISMO;C9.M;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (MEDIE IMPRESE);Imprese;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.2;M1C3I4.02;Fondi integrati per la competitività delle imprese turistiche;M1C3I4.2.4;M1C3I4.2;M1C3I4.2;Sostegno alla nascita e al consolidamento delle pmi turismo (Sezione speciale “turismo” del Fondo di Garanzia per le PMI);MINISTERO DEL TURISMO;C9.S;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (PICCOLE E MICRO IMPRESE);Imprese;Flusso
PNRR;M4;Istruzione e ricerca;M4C2;Dalla ricerca all'impresa;M4C2I3.2;M4C2I3.02;Finanziamento di start-up;M4C2I3.2;M4C2I3.2;M4C2I3.2;Finanziamento di start-up;MINISTERO IMPRESE E DEL MADE IN ITALY;C6A.L;IMPRESE BENEFICIARIE DI UN SOSTEGNO PER SVILUPPARE O ADOTTARE PRODOTTI, SERVIZI E PROCESSI APPLICATIVI DIGITALI - SVILUPPO DI TE;Imprese;Flusso
PNRR;M4;Istruzione e ricerca;M4C2;Dalla ricerca all'impresa;M4C2I3.2;M4C2I3.02;Finanziamento di start-up;M4C2I3.2;M4C2I3.2;M4C2I3.2;Finanziamento di start-up;MINISTERO IMPRESE E DEL MADE IN ITALY;C6A.M;IMPRESE BENEFICIARIE DI UN SOSTEGNO PER SVILUPPARE O ADOTTARE PRODOTTI, SERVIZI E PROCESSI APPLICATIVI DIGITALI - SVILUPPO DI TE;Imprese;Flusso
PNRR;M4;Istruzione e ricerca;M4C2;Dalla ricerca all'impresa;M4C2I3.2;M4C2I3.02;Finanziamento di start-up;M4C2I3.2;M4C2I3.2;M4C2I3.2;Finanziamento di start-up;MINISTERO IMPRESE E DEL MADE IN ITALY;C6A.S;IMPRESE BENEFICIARIE DI UN SOSTEGNO PER SVILUPPARE O ADOTTARE PRODOTTI, SERVIZI E PROCESSI APPLICATIVI DIGITALI - SVILUPPO DI TE;Imprese;Flusso
